id,order_sn,ad_id,status,order_sub_status_name,order_time,click_event_time,commission,new_customer,channel_tag,order_source,total_cost,fds_black_order,order_quality,created_at,updated_at,is_callback,callback_time,click_id
81901,25050192381257,231576604,1,已付款,2025/5/1 12:57,1746018172403,16.8,2,dd391ccef6b13960d42d394c8934fc97-~1746018172403-~231576604,app-android,336,0,待定,2025/5/1 12:58,2025/5/1 23:55,1,2025/5/1 13:14,
82009,25050160996236,231576604,0,已失效,2025/5/1 13:10,1746053346429,0.23,2,dd391ccef6b13960d42d394c8934fc97-~1746053346429-~231576604,app-android,11.49,0,待定,2025/5/1 13:10,2025/5/1 23:55,1,2025/5/1 13:27,
82040,25050160891336,231576604,1,已付款,2025/5/1 13:13,1746075852976,4.8,2,dd391ccef6b13960d42d394c8934fc97-~1746075852976-~231576604,app-android,159.9,0,待定,2025/5/1 13:14,2025/5/1 23:55,1,2025/5/1 13:30,
82593,25050145438705,231576604,1,已付款,2025/5/1 13:57,1746021518166,8.05,2,dd391ccef6b13960d42d394c8934fc97-~1746021518166-~231576604,app-android,118,0,待定,2025/5/1 13:57,2025/5/1 23:55,1,2025/5/1 14:14,
82703,25050131714382,231576604,1,已付款,2025/5/1 14:07,1746053628676,9.99,2,dd391ccef6b13960d42d394c8934fc97-~1746053628676-~231576604,app-android,142.7,0,待定,2025/5/1 14:07,2025/5/1 23:55,1,2025/5/1 14:24,
82825,25050149119846,231561881,0,已失效,2025/5/1 14:19,1746068943406,1.13,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746068943406-~231561881,app-ios,112.95,0,待定,2025/5/1 14:19,2025/5/1 23:55,1,2025/5/1 15:28,
82863,25050193337357,231576604,1,已付款,2025/5/1 14:18,1746033397981,44.05,2,dd391ccef6b13960d42d394c8934fc97-~1746033397981-~231576604,app-android,764.85,0,待定,2025/5/1 14:22,2025/5/1 23:55,1,2025/5/1 14:34,
83265,25050151292846,231576604,1,已付款,2025/5/1 14:56,1746002049877,0,2,dd391ccef6b13960d42d394c8934fc97-~1746002049877-~231576604,app-android,42.1,1,/,2025/5/1 14:56,2025/5/1 23:55,0,NULL,
83431,25050158663826,231561881,0,已失效,2025/5/1 15:11,1746068943406,0.26,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746068943406-~231561881,app-ios,26.1,0,待定,2025/5/1 15:11,2025/5/1 23:55,1,2025/5/1 15:30,
83455,25050150795746,231561881,1,已付款,2025/5/1 15:13,1746068943406,0.18,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746068943406-~231561881,app-ios,20.83,0,待定,2025/5/1 15:13,2025/5/1 23:55,1,2025/5/1 17:03,
83456,25050146524705,231561881,1,已付款,2025/5/1 15:13,1746068943406,0.08,5,17d4ce1e68247e20b48538fc3d6e70f9-~1746068943406-~231561881,app-ios,5.27,0,待定,2025/5/1 15:13,2025/5/1 23:55,1,2025/5/1 17:03,
84904,25050147495126,231576604,1,已付款,2025/5/1 17:47,1746015664419,0.03,2,dd391ccef6b13960d42d394c8934fc97-~1746015664419-~231576604,app-android,1,0,待定,2025/5/1 17:48,2025/5/1 23:55,1,2025/5/1 18:04,
86524,25050181286805,231576604,1,已付款,2025/5/1 19:59,1746087397094,1.37,2,dd391ccef6b13960d42d394c8934fc97-~1746087397094-~231576604,app-android,45.8,0,待定,2025/5/1 19:59,2025/5/1 23:55,1,2025/5/1 20:15,
86835,25050180484176,231576604,1,已付款,2025/5/1 20:27,1746026826714,3.77,2,dd391ccef6b13960d42d394c8934fc97-~1746026826714-~231576604,app-android,53.9,0,待定,2025/5/1 20:27,2025/5/1 23:55,1,2025/5/1 20:44,
87232,25050182696105,231576604,1,已付款,2025/5/1 21:02,1746047662933,0.96,2,dd391ccef6b13960d42d394c8934fc97-~1746047662933-~231576604,app-android,32.05,0,待定,2025/5/1 21:02,2025/5/1 23:55,1,2025/5/1 21:19,
87408,25050194249626,231576604,1,已付款,2025/5/1 21:19,1746104299562,3.36,2,dd391ccef6b13960d42d394c8934fc97-~1746104299562-~231576604,app-android,48,0,待定,2025/5/1 21:20,2025/5/1 23:55,1,2025/5/1 21:36,
87589,25050174023466,231576604,1,已付款,2025/5/1 21:34,1746096791176,1.48,2,dd391ccef6b13960d42d394c8934fc97-~1746096791176-~231576604,app-android,54.4,0,待定,2025/5/1 21:34,2025/5/1 23:55,1,2025/5/1 21:50,
87972,25050188256446,231576604,0,已失效,2025/5/1 22:00,1746105375461,0,2,dd391ccef6b13960d42d394c8934fc97-~1746105375461-~231576604,app-android,147.71,1,/,2025/5/1 22:00,2025/5/1 23:55,0,NULL,
88006,25050183898805,231576604,1,已付款,2025/5/1 22:00,1746105375461,0,2,dd391ccef6b13960d42d394c8934fc97-~1746105375461-~231576604,app-android,55.39,1,/,2025/5/1 22:00,2025/5/1 23:55,0,NULL,
88010,25050196046726,231576604,1,已付款,2025/5/1 22:00,1746105375461,0,2,dd391ccef6b13960d42d394c8934fc97-~1746105375461-~231576604,app-android,92.32,1,/,2025/5/1 22:00,2025/5/1 23:55,0,NULL,
88146,25050183538076,231576604,0,已失效,2025/5/1 22:09,1746106518161,0.4,2,dd391ccef6b13960d42d394c8934fc97-~1746106518161-~231576604,app-android,45,0,待定,2025/5/1 22:09,2025/5/1 23:55,1,2025/5/1 22:26,
88156,25050191192946,231576604,1,已付款,2025/5/1 22:09,1746106518161,0.21,5,dd391ccef6b13960d42d394c8934fc97-~1746106518161-~231576604,app-android,23.3,0,待定,2025/5/1 22:09,2025/5/1 23:55,1,2025/5/1 22:26,
88157,25050195706826,231576604,1,已付款,2025/5/1 22:09,1746106518161,0.19,2,dd391ccef6b13960d42d394c8934fc97-~1746106518161-~231576604,app-android,21.7,0,待定,2025/5/1 22:09,2025/5/1 23:55,1,2025/5/1 22:26,
88485,25050182509557,231576604,1,已付款,2025/5/1 22:21,1746108404495,1.14,2,dd391ccef6b13960d42d394c8934fc97-~1746108404495-~231576604,app-android,32.45,0,待定,2025/5/1 22:21,2025/5/1 23:55,1,2025/5/1 22:38,
88537,25050136758117,231561881,1,已付款,2025/5/1 22:23,1746107251437,2.3,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746107251437-~231561881,app-ios,76.4,0,待定,2025/5/1 22:23,2025/5/1 23:55,1,2025/5/1 22:40,
88558,25050182382657,231561881,1,已付款,2025/5/1 22:24,1746107251437,1.71,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746107251437-~231561881,app-ios,56.9,0,待定,2025/5/1 22:24,2025/5/1 23:55,1,2025/5/1 22:41,
88818,25050185975305,231576604,1,已付款,2025/5/1 22:31,1746108404495,31.53,2,dd391ccef6b13960d42d394c8934fc97-~1746108404495-~231576604,app-android,1051.1,0,待定,2025/5/1 22:32,2025/5/1 23:55,1,2025/5/1 22:48,
88853,25050159410482,231576604,1,已付款,2025/5/1 22:33,1746109177600,1.47,5,dd391ccef6b13960d42d394c8934fc97-~1746109177600-~231576604,app-android,54,0,待定,2025/5/1 22:33,2025/5/1 23:55,1,2025/5/1 22:50,
90722,25050269605532,231576604,1,已付款,2025/5/2 0:30,1746113734012,1.05,2,dd391ccef6b13960d42d394c8934fc97-~1746113734012-~231576604,app-android,104.55,0,待定,2025/5/2 0:30,2025/5/2 23:55,1,2025/5/2 0:47,
90724,25050214876813,231576604,1,已付款,2025/5/2 0:30,1746112090892,1.68,2,dd391ccef6b13960d42d394c8934fc97-~1746112090892-~231576604,app-android,55.86,0,待定,2025/5/2 0:30,2025/5/2 23:55,1,2025/5/2 0:47,
90765,25050260918172,231576604,1,已付款,2025/5/2 0:40,1746117145263,3.76,2,dd391ccef6b13960d42d394c8934fc97-~1746117145263-~231576604,app-android,18.8,0,待定,2025/5/2 0:40,2025/5/2 23:55,1,2025/5/2 0:57,
90767,25050214703413,231576604,0,已失效,2025/5/2 0:40,1746117145263,4.49,2,dd391ccef6b13960d42d394c8934fc97-~1746117145263-~231576604,app-android,43.02,0,待定,2025/5/2 0:40,2025/5/2 23:55,1,2025/5/2 0:57,
90769,25050276382822,231576604,1,已付款,2025/5/2 0:40,1746117145263,0.73,2,dd391ccef6b13960d42d394c8934fc97-~1746117145263-~231576604,app-android,24.22,0,待定,2025/5/2 0:40,2025/5/2 23:55,1,2025/5/2 0:57,
91203,25050290368909,231576604,1,已付款,2025/5/2 1:21,1746116527364,0,2,dd391ccef6b13960d42d394c8934fc97-~1746116527364-~231576604,app-android,379,1,/,2025/5/2 1:21,2025/5/2 23:55,0,NULL,
91208,25050272794486,231576604,1,已付款,2025/5/2 1:21,1746044553318,0,2,dd391ccef6b13960d42d394c8934fc97-~1746044553318-~231576604,app-android,3.93,1,/,2025/5/2 1:22,2025/5/2 23:55,0,NULL,
91919,25050214319413,231576604,0,已失效,2025/5/2 5:27,1746134788670,1.52,2,dd391ccef6b13960d42d394c8934fc97-~1746134788670-~231576604,app-android,303.7,0,待定,2025/5/2 5:27,2025/5/2 23:55,1,2025/5/2 5:44,
92093,25050274845222,231576604,1,已付款,2025/5/2 6:15,1746112502796,5.28,2,dd391ccef6b13960d42d394c8934fc97-~1746112502796-~231576604,app-android,176.16,0,待定,2025/5/2 6:15,2025/5/2 23:55,1,2025/5/2 6:32,
92191,25050272340686,231576604,0,已失效,2025/5/2 6:36,1746137546599,7.31,2,dd391ccef6b13960d42d394c8934fc97-~1746137546599-~231576604,app-android,243.54,0,待定,2025/5/2 6:36,2025/5/2 23:55,1,2025/5/2 6:53,
92192,25050267693032,231576604,1,已付款,2025/5/2 6:36,1746137546599,0.19,2,dd391ccef6b13960d42d394c8934fc97-~1746137546599-~231576604,app-android,37,0,待定,2025/5/2 6:36,2025/5/2 23:55,1,2025/5/2 6:53,
92347,25050294798762,231576604,1,已付款,2025/5/2 6:55,1746101204992,0,2,dd391ccef6b13960d42d394c8934fc97-~1746101204992-~231576604,app-android,90,1,/,2025/5/2 6:55,2025/5/2 23:55,0,NULL,
92350,25050294816862,231576604,1,已付款,2025/5/2 6:55,1746139838192,1.45,1,dd391ccef6b13960d42d394c8934fc97-~1746139838192-~231576604,app-android,48.28,0,待定,2025/5/2 6:56,2025/5/2 23:55,1,2025/5/2 7:12,
92565,25050287617109,231576604,1,已付款,2025/5/2 7:14,1746139908725,0.17,2,dd391ccef6b13960d42d394c8934fc97-~1746139908725-~231576604,app-android,33.77,0,待定,2025/5/2 7:14,2025/5/2 23:55,1,2025/5/2 7:30,
92626,25050212337413,231576604,1,已付款,2025/5/2 7:18,1746140793892,0.25,2,dd391ccef6b13960d42d394c8934fc97-~1746140793892-~231576604,app-android,51.14,0,待定,2025/5/2 7:18,2025/5/2 23:55,1,2025/5/2 7:35,
92751,25050297694472,231576604,1,已付款,2025/5/2 7:26,1746141591390,0.44,2,dd391ccef6b13960d42d394c8934fc97-~1746141591390-~231576604,app-android,88,0,待定,2025/5/2 7:26,2025/5/2 23:55,1,2025/5/2 7:43,
92989,25050212712213,231561881,0,已失效,2025/5/2 7:42,1746141943869,33.68,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746141943869-~231561881,app-ios,6736.3,0,待定,2025/5/2 7:42,2025/5/2 23:55,1,2025/5/2 7:59,
93425,25050282863386,231576604,1,已付款,2025/5/2 8:18,1746142880657,10.86,2,dd391ccef6b13960d42d394c8934fc97-~1746142880657-~231576604,app-android,155.18,0,待定,2025/5/2 8:18,2025/5/2 23:55,1,2025/5/2 8:35,
93590,25050249989813,231576604,1,已付款,2025/5/2 8:37,1746145341800,0.93,2,dd391ccef6b13960d42d394c8934fc97-~1746145341800-~231576604,app-android,36,0,待定,2025/5/2 8:38,2025/5/2 23:55,1,2025/5/2 8:54,
93643,25050265198242,231576604,1,已付款,2025/5/2 8:43,1746118717907,1.9,2,dd391ccef6b13960d42d394c8934fc97-~1746118717907-~231576604,app-android,27.1,0,待定,2025/5/2 8:44,2025/5/2 23:55,1,2025/5/2 9:00,
93722,25050250504013,231561881,1,已付款,2025/5/2 8:50,1746146511811,3.54,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746146511811-~231561881,app-ios,118,0,待定,2025/5/2 8:51,2025/5/2 23:55,1,2025/5/2 9:06,
93760,25050299358809,231576604,1,已付款,2025/5/2 8:54,1746147082570,0.38,2,dd391ccef6b13960d42d394c8934fc97-~1746147082570-~231576604,app-android,38.2,0,待定,2025/5/2 8:55,2025/5/2 23:55,1,2025/5/2 9:11,
93999,25050295316172,231576604,0,已失效,2025/5/2 9:11,1746147082570,3.9,2,dd391ccef6b13960d42d394c8934fc97-~1746147082570-~231576604,app-android,99.5,0,待定,2025/5/2 9:11,2025/5/2 23:55,1,2025/5/2 9:27,
94001,25050258292922,231576604,1,已付款,2025/5/2 9:11,1746147082570,3.32,2,dd391ccef6b13960d42d394c8934fc97-~1746147082570-~231576604,app-android,41.5,0,待定,2025/5/2 9:11,2025/5/2 23:55,1,2025/5/2 9:27,
94007,25050277648932,231576604,1,已付款,2025/5/2 9:11,1746147082570,0.58,2,dd391ccef6b13960d42d394c8934fc97-~1746147082570-~231576604,app-android,58,0,待定,2025/5/2 9:11,2025/5/2 23:55,1,2025/5/2 9:28,
94132,25050207589654,231576604,1,已付款,2025/5/2 9:18,1746099725630,0,2,dd391ccef6b13960d42d394c8934fc97-~1746099725630-~231576604,app-android,195,1,/,2025/5/2 9:18,2025/5/2 23:55,0,NULL,
94338,25050298438609,231576604,1,已付款,2025/5/2 9:27,1746138529072,0.87,5,dd391ccef6b13960d42d394c8934fc97-~1746138529072-~231576604,app-android,34,0,待定,2025/5/2 9:28,2025/5/2 23:55,1,2025/5/2 9:44,
94361,25050276353532,231576604,1,已付款,2025/5/2 9:26,1746014677791,0,2,dd391ccef6b13960d42d394c8934fc97-~1746014677791-~231576604,app-android,37.44,1,/,2025/5/2 9:29,2025/5/2 23:55,0,NULL,
94577,25050207878654,231576604,1,已付款,2025/5/2 9:34,1746118860653,21.32,2,dd391ccef6b13960d42d394c8934fc97-~1746118860653-~231576604,app-android,533,0,待定,2025/5/2 9:38,2025/5/2 23:55,1,2025/5/2 9:51,
94710,25050276666232,231576604,1,已付款,2025/5/2 9:43,1746096893023,73.63,2,dd391ccef6b13960d42d394c8934fc97-~1746096893023-~231576604,app-android,828,0,待定,2025/5/2 9:43,2025/5/2 23:59,1,NULL,
95162,25050262895842,231576604,1,已付款,2025/5/2 10:01,1746148233965,0.08,2,dd391ccef6b13960d42d394c8934fc97-~1746148233965-~231576604,app-android,1,0,待定,2025/5/2 10:01,2025/5/2 23:55,1,2025/5/2 10:18,
95167,25050262832342,231576604,0,已失效,2025/5/2 10:02,1746113147812,8.68,2,dd391ccef6b13960d42d394c8934fc97-~1746113147812-~231576604,app-android,124,0,待定,2025/5/2 10:02,2025/5/2 23:55,1,2025/5/2 10:19,
95293,25050280507786,231576604,1,已付款,2025/5/2 10:06,1746141340205,0,2,dd391ccef6b13960d42d394c8934fc97-~1746141340205-~231576604,app-android,33.8,1,/,2025/5/2 10:07,2025/5/2 23:55,0,NULL,
95294,25050248072613,231576604,1,已付款,2025/5/2 10:06,1746075080472,0,2,dd391ccef6b13960d42d394c8934fc97-~1746075080472-~231576604,app-android,48,1,/,2025/5/2 10:07,2025/5/2 23:55,0,NULL,
95449,25050261562642,231576604,1,已付款,2025/5/2 10:12,1746134519982,7.14,2,dd391ccef6b13960d42d394c8934fc97-~1746134519982-~231576604,app-android,102,0,待定,2025/5/2 10:12,2025/5/2 23:55,1,2025/5/2 10:29,
95476,25050201956763,231561881,1,已付款,2025/5/2 10:13,1746151010880,42.28,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746151010880-~231561881,app-ios,604,0,待定,2025/5/2 10:14,2025/5/2 23:55,1,2025/5/2 10:30,
95575,25050256946722,231576604,1,已付款,2025/5/2 10:13,1746137457647,5.61,2,dd391ccef6b13960d42d394c8934fc97-~1746137457647-~231576604,app-android,560.65,0,待定,2025/5/2 10:16,2025/5/2 23:55,1,2025/5/2 10:30,
95598,25050295760009,231576604,1,已付款,2025/5/2 10:17,1746086423493,0.1,2,dd391ccef6b13960d42d394c8934fc97-~1746086423493-~231576604,app-android,1,0,待定,2025/5/2 10:17,2025/5/2 23:55,1,2025/5/2 10:34,
95643,25050279910386,231576604,1,已付款,2025/5/2 10:19,1746136640607,3.39,2,dd391ccef6b13960d42d394c8934fc97-~1746136640607-~231576604,app-android,113,0,待定,2025/5/2 10:19,2025/5/2 23:55,1,2025/5/2 10:35,
95646,25050201866063,231576604,1,已付款,2025/5/2 10:16,1746116213029,46.8,2,dd391ccef6b13960d42d394c8934fc97-~1746116213029-~231576604,app-android,936,0,待定,2025/5/2 10:19,2025/5/2 23:55,1,2025/5/2 10:33,
95649,25050279910086,231576604,1,已付款,2025/5/2 10:19,1746136640607,0.07,2,dd391ccef6b13960d42d394c8934fc97-~1746136640607-~231576604,app-android,13.8,0,待定,2025/5/2 10:19,2025/5/2 23:55,1,2025/5/2 10:35,
95727,25050262022042,231561881,1,已付款,2025/5/2 10:21,1746148196574,1.68,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746148196574-~231561881,app-ios,56,0,待定,2025/5/2 10:21,2025/5/2 23:55,1,2025/5/2 10:38,
95944,25050274107032,231561881,1,已付款,2025/5/2 10:27,1746144365801,0.29,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746144365801-~231561881,app-ios,29.4,0,待定,2025/5/2 10:27,2025/5/2 23:55,1,2025/5/2 10:44,
95953,25050279689286,231561881,1,已付款,2025/5/2 10:27,1746144365801,0.43,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746144365801-~231561881,app-ios,42.86,0,待定,2025/5/2 10:27,2025/5/2 23:55,1,2025/5/2 10:44,
95991,25050292615072,231576604,1,已付款,2025/5/2 10:28,1746140353722,9.17,2,dd391ccef6b13960d42d394c8934fc97-~1746140353722-~231576604,app-android,131,0,待定,2025/5/2 10:28,2025/5/2 23:55,1,2025/5/2 10:45,
